s lambda f_ref adapted2 nu12 gap2 adapted3 nu13 gap3 adapted4 nu14 gap4
0.018333333333 0.999579542888 0.979588512639 0.601982615242 0.491150096811 0.110832518431 0.341106996920 0.242374922478 0.098732074442 0.126887278985 0.062630179617 0.064257099368
0.020000000000 0.999499549168 0.979510225453 0.600323841909 0.482629852707 0.117693989202 0.339264542409 0.235107917731 0.104156624678 0.125725087108 0.058563602280 0.067161484828
0.021666666667 0.999412573286 0.979425105056 0.598642920949 0.474405905521 0.124237015429 0.337402034994 0.228162607662 0.109239427332 0.124550127103 0.054757919553 0.069792207550
0.023333333333 0.999318608664 0.979333145013 0.596939925708 0.466455051060 0.130484874648 0.335519690223 0.221512488387 0.114007201836 0.123362684248 0.051190429553 0.072172254695
0.025000000000 0.999217648190 0.979234338362 0.595214939007 0.458757126364 0.136457812644 0.333617733958 0.215134562618 0.118483171340 0.122163052298 0.047841462771 0.074321589527
0.026666666667 0.999109684206 0.979128677610 0.593468052913 0.451294465883 0.142173587030 0.331696402054 0.209008711841 0.122687690213 0.120951533166 0.044693838466 0.076257694700
0.028333333333 0.998994708516 0.979016154734 0.591699368480 0.444051477637 0.147647890843 0.329755940026 0.203117207012 0.126638733013 0.119728436590 0.041732441016 0.077995995575
0.030000000000 0.998872712372 0.978896761175 0.589908995489 0.437014308389 0.152894687099 0.327796602692 0.197444322056 0.130352280636 0.118494079795 0.038943885293 0.079550194502
0.031666666667 0.998743686479 0.978770487834 0.588097052165 0.430170575936 0.157926476229 0.325818653814 0.191976024846 0.133842628968 0.117248787144 0.036316249147 0.080932537996
0.033333333333 0.998607620986 0.978637325071 0.586263664887 0.423509152705 0.162754512182 0.323822365726 0.186699727434 0.137122638292 0.115992889790 0.033838857186 0.082154032604
0.035000000000 0.998464505484 0.978497262701 0.584408967883 0.417019989082 0.167388978801 0.321808018947 0.181604082153 0.140203936794 0.114726725317 0.031502104285 0.083224621032
0.036666666667 0.998314329004 0.978350289986 0.582533102922 0.410693967869 0.171839135053 0.319775901797 0.176678813658 0.143097088139 0.113450637384 0.029297310224 0.084153327160
0.038333333333 0.998157080009 0.978196395635 0.580636218991 0.404522783384 0.176113435606 0.317726310003 0.171914579425 0.145811730578 0.112164975362 0.027216598958 0.084948376404
0.040000000000 0.997992746390 0.978035567800 0.578718471972 0.398498840268 0.180219631704 0.315659546301 0.167302852996 0.148356693304 0.110870093981 0.025252797589 0.085617296393
0.041666666667 0.997821315464 0.977867794067 0.576780024310 0.392615168177 0.184164856133 0.313575920034 0.162835825576 0.150740094458 0.109566352968 0.023399351229 0.086167001739
0.043333333333 0.997642773965 0.977693061454 0.574821044680 0.386865349421 0.187955695259 0.311475746757 0.158506322560 0.152969424197 0.108254116693 0.021650250789 0.086603865904
0.045000000000 0.997457108042 0.977511356404 0.572841707649 0.381243457182 0.191598250467 0.309359347837 0.154307732291 0.155051615546 0.106933753824 0.019999971363 0.086933782461
0.046666666667 0.997264303252 0.977322664783 0.570842193337 0.375744002492 0.195098190846 0.307227050054 0.150233944921 0.156993105133 0.105605636976 0.018443419348 0.087162217627
0.048333333333 0.997064344554 0.977126971870 0.568822687085 0.370361888477 0.198460798608 0.305079185210 0.146279299659 0.158799885550 0.104270142378 0.016975886844 0.087294255535
0.050000000000 0.996857216301 0.976924262354 0.566783379111 0.365092370683 0.201691008428 0.302916089742 0.142438539045 0.160477550697 0.102927649543 0.015593012114 0.087334637428
0.051666666667 0.996642902239 0.976714520324 0.564724464182 0.359931022508 0.204793441674 0.300738104339 0.138706769116 0.162031335222 0.101578540939 0.014290745171 0.087287795768
0.053333333333 0.996421385493 0.976497729269 0.562646141278 0.354873704966 0.207772436312 0.298545573568 0.135079424572 0.163466148995 0.100223201686 0.013065317665 0.087157884021
0.055000000000 0.996192648567 0.976273872064 0.560548613272 0.349916540121 0.210632073151 0.296338845506 0.131552238174 0.164786607332 0.098862019246 0.011913216461 0.086948802785
0.056666666667 0.995956673331 0.976042930967 0.558432086603 0.345055887659 0.213376198944 0.294118271386 0.128121213772 0.165997057614 0.097495383132 0.010831160337 0.086664222795
0.058333333333 0.995713441018 0.975804887609 0.556296770962 0.340288324155 0.216008446807 0.291884205244 0.124782602437 0.167101602807 0.096123684629 0.009816079381 0.086307605247
0.060000000000 0.995462932212 0.975559722991 0.554142878984 0.335610624663 0.218532254322 0.289637003583 0.121532881271 0.168104122312 0.094747316522 0.008865096704 0.085882219818
0.061666666667 0.995205126842 0.975307417469 0.551970625947 0.331019746303 0.220950879644 0.287377025049 0.118368734533 0.169008290516 0.093366672840 0.007975512152 0.085391160688
0.063333333333 0.994940004174 0.975047950752 0.549780229475 0.326512813607 0.223267415868 0.285104630114 0.115287036779 0.169817593335 0.091982148612 0.007144787765 0.084837360847
0.065000000000 0.994667542801 0.974781301888 0.547571909255 0.322087105369 0.225484803886 0.282820180772 0.112284837751 0.170535343021 0.090594139631 0.006370534752 0.084223604880
